Timestamp,Temperature,Humidity
20240827020705,21.30,48.30
20240827020735,21.30,48.20
20240827020805,21.30,48.20
20240827020835,21.30,48.20
20240827020905,21.30,48.20
20240827020935,21.30,48.30
20240827021005,21.30,48.30
20240827021035,21.30,48.30
20240827021105,21.30,48.30
20240827021135,21.20,48.30
20240827021205,21.30,48.40
20240827021235,21.30,48.40
20240827021305,21.20,48.40
20240827021335,21.20,48.40
20240827021405,21.30,48.50
20240827021435,21.20,48.40
20240827021505,21.20,48.40
20240827021535,21.20,48.50
20240827021605,21.20,48.50
20240827021636,21.20,48.50
20240827021706,21.20,48.60
20240827021736,21.20,48.70
20240827021806,21.20,48.70
20240827021836,21.20,48.80
20240827021906,21.20,48.80
20240827021936,21.20,48.80
20240827022006,21.20,48.80
20240827022036,21.20,48.80
20240827022106,21.20,48.80
20240827022136,21.20,48.80
20240827022206,21.20,48.80
20240827022236,21.20,48.80
20240827022306,21.20,48.90
20240827022336,21.20,48.80
20240827022406,21.20,48.90
20240827022436,21.20,48.90
20240827022506,21.20,48.90
20240827022536,21.20,48.90
20240827022606,21.20,48.90
20240827022636,21.20,48.90
20240827022706,21.20,48.80
20240827022736,21.20,48.80
20240827022806,21.20,48.70
20240827022836,21.20,48.70
20240827022906,21.20,48.80
20240827022936,21.20,48.80
20240827023006,21.20,48.70
20240827023036,21.20,48.70
20240827023106,21.20,48.70
20240827023136,21.20,48.70
20240827023206,21.20,48.70
20240827023236,21.20,48.60
20240827023306,21.10,48.50
20240827023336,21.20,48.60
20240827023406,21.20,48.60
20240827023436,21.20,48.60
20240827023506,21.10,48.50
20240827023536,21.20,48.60
20240827023606,21.20,48.50
20240827023636,21.20,48.50
20240827023706,21.20,48.50
20240827023736,21.20,48.50
20240827023806,21.20,48.50
20240827023836,21.20,48.50
20240827023906,21.20,48.50
20240827023936,21.20,48.60
20240827024006,21.20,48.60
20240827024036,21.20,48.70
20240827024106,21.20,48.70
20240827024136,21.20,48.70
20240827024206,21.20,48.80
20240827024236,21.20,48.90
20240827024306,21.20,48.90
20240827024336,21.20,48.90
20240827024406,21.10,48.90
20240827024436,21.10,48.90
20240827024506,21.20,48.90
20240827024536,21.20,48.80
20240827024606,21.20,48.80
20240827024636,21.20,48.70
20240827024706,21.10,48.70
20240827024736,21.10,48.70
20240827024806,21.20,48.70
20240827024836,21.10,48.70
20240827024906,21.20,48.70
20240827024936,21.10,48.70
20240827025006,21.10,48.70
20240827025036,21.10,48.70
20240827025106,21.10,48.70
20240827025136,21.10,48.70
20240827025206,21.10,48.70
20240827025236,21.10,48.70
20240827025306,21.10,48.70
20240827025336,21.20,48.90
20240827025406,21.10,48.80
20240827025436,21.10,48.90
20240827025506,21.10,48.90
20240827025536,21.10,48.90
20240827025606,21.10,48.90
20240827025636,21.10,49.00
20240827025706,21.10,49.00
20240827025736,21.10,49.00
20240827025806,21.10,49.00
20240827025836,21.10,49.00
20240827025906,21.10,48.90
20240827025936,21.10,48.80
20240827030006,21.00,48.70
20240827030036,21.10,48.80
20240827030106,21.10,48.80
20240827030136,21.10,48.90
20240827030206,21.10,48.90
20240827030236,21.10,48.80
20240827030306,21.10,48.90
20240827030336,21.10,48.90
20240827030406,21.10,48.90
20240827030436,21.10,48.90
20240827030506,21.10,48.90
20240827030536,21.10,48.90
20240827030606,21.10,48.90
20240827030636,21.10,48.90
20240827030706,21.10,49.00
20240827030736,21.10,49.00
20240827030806,21.10,49.00
20240827030836,21.10,49.00
20240827030906,21.10,49.00
20240827030936,21.10,49.10
20240827031006,21.00,49.10
20240827031036,21.10,49.20
20240827031106,21.10,49.20
20240827031136,21.10,49.20
20240827031206,21.10,49.20
20240827031236,21.10,49.20
20240827031306,21.10,49.20
20240827031336,21.10,49.20
20240827031406,21.10,49.20
20240827031436,21.10,49.20
20240827031506,21.10,49.20
20240827031536,21.00,49.10
20240827031607,21.10,49.10
20240827031637,21.10,49.10
20240827031707,21.00,49.10
20240827031737,21.10,49.20
20240827031807,21.00,49.10
20240827031837,21.10,49.10
20240827031907,21.00,49.00
20240827031937,21.00,49.00
20240827032007,21.00,49.00
20240827032037,21.10,49.00
20240827032107,21.10,49.00
20240827032137,21.00,48.90
20240827032207,21.10,49.00
20240827032237,21.10,49.00
20240827032307,21.10,49.00
20240827032337,21.10,49.00
20240827032407,21.00,49.10
20240827032437,21.10,49.10
20240827032507,21.10,49.20
20240827032537,21.10,49.20
20240827032607,21.10,49.20
20240827032637,21.00,49.10
20240827032707,21.10,49.20
20240827032737,21.00,49.10
20240827032807,21.10,49.20
20240827032837,21.10,49.20
20240827032907,21.00,49.20
20240827032937,21.10,49.30
20240827033007,21.10,49.30
20240827033037,21.10,49.40
20240827033107,21.10,49.30
20240827033137,21.10,49.30
20240827033207,21.10,49.30
20240827033237,21.00,49.20
20240827033307,21.00,49.20
20240827033337,21.00,49.20
20240827033407,21.10,49.20
20240827033437,21.10,49.20
20240827033507,21.10,49.20
20240827033537,21.10,49.20
20240827033607,21.00,49.10
20240827033637,21.00,49.10
20240827033707,21.00,49.10
20240827033737,21.10,49.20
20240827033807,21.00,49.20
20240827033837,21.10,49.20
20240827033907,21.10,49.20
20240827033937,21.10,49.10
20240827034007,21.00,49.00
20240827034037,21.10,49.10
20240827034107,21.10,49.00
20240827034137,21.10,49.00
20240827034207,21.00,48.90
20240827034237,21.10,49.00
20240827034307,21.10,49.00
20240827034337,21.00,48.90
20240827034407,21.00,48.80
20240827034437,21.00,48.80
20240827034507,21.00,48.80
20240827034537,21.00,48.80
20240827034607,21.00,48.80
20240827034637,21.00,48.80
20240827034707,21.00,48.80
20240827034737,21.00,48.80
20240827034807,21.00,48.80
20240827034837,21.00,48.80
20240827034907,21.00,48.80
20240827034937,21.00,48.80
20240827035007,21.00,48.80
20240827035037,21.00,48.90
20240827035107,21.00,48.90
20240827035137,21.00,48.90
20240827035207,21.00,48.90
20240827035237,21.00,49.00
20240827035307,21.00,48.90
20240827035337,21.00,48.80
20240827035407,21.00,48.80
20240827035437,21.00,48.80
20240827035507,21.00,48.90
20240827035537,21.00,48.90
20240827035607,21.00,48.90
20240827035637,21.00,48.90
20240827035707,21.00,48.90
20240827035737,21.00,49.00
20240827035807,20.90,48.90
20240827035837,21.00,49.00
20240827035907,21.00,49.10
20240827035937,21.00,49.10
20240827040007,21.00,49.10
20240827040037,21.00,49.20
20240827040107,21.00,49.20
20240827040137,21.00,49.30
20240827040207,21.00,49.40
20240827040237,20.90,49.30
20240827040307,20.90,49.30
20240827040337,21.00,49.40
20240827040407,20.90,49.30
20240827040437,21.00,49.40
20240827040507,21.00,49.40
20240827040537,21.00,49.40
20240827040607,20.90,49.40
20240827040637,21.00,49.40
20240827040707,20.90,49.30
20240827040737,20.90,49.20
20240827040807,20.90,49.20
20240827040837,21.00,49.30
20240827040907,20.90,49.30
20240827040937,20.90,49.30
20240827041007,21.00,49.30
20240827041037,20.90,49.30
20240827041107,20.90,49.30
20240827041137,20.90,49.30
20240827041207,20.90,49.30
20240827041237,21.00,49.40
20240827041307,20.90,49.40
20240827041337,21.00,49.50
20240827041407,20.90,49.70
20240827041437,21.00,49.70
20240827041507,21.00,49.70
20240827041537,21.00,49.70
20240827041607,21.00,49.70
20240827041638,21.00,49.70
20240827041708,21.00,49.70
20240827041738,21.00,49.70
20240827041808,20.90,49.70
20240827041838,20.90,49.70
20240827041908,20.90,49.70
20240827041938,21.00,49.70
20240827042008,20.90,49.60
20240827042038,20.90,49.70
20240827042108,20.90,49.70
20240827042138,20.90,49.70
20240827042208,20.90,49.70
20240827042238,20.90,49.70
20240827042308,20.90,49.70
20240827042338,20.90,49.70
20240827042408,20.90,49.70
20240827042438,20.90,49.70
20240827042508,20.90,49.70
20240827042538,20.90,49.70
20240827042608,20.90,49.70
20240827042638,20.90,49.70
20240827042708,20.90,49.70
20240827042738,20.90,49.70
20240827042808,20.90,49.70
20240827042838,20.90,49.70
20240827042908,20.90,49.70
20240827042938,20.90,49.70
20240827043008,20.90,49.70
20240827043038,20.90,49.70
20240827043108,20.90,49.70
20240827043138,20.90,49.70
20240827043208,20.90,49.70
20240827043238,20.90,49.70
20240827043308,20.90,49.70
20240827043338,20.90,49.70
20240827043408,20.90,49.70
20240827043438,20.90,49.70
20240827043508,20.90,49.70
20240827043538,20.90,49.70
20240827043608,20.90,49.70
20240827043638,20.90,49.70
20240827043708,20.90,49.70
20240827043738,20.90,49.70
20240827043808,20.90,49.70
20240827043838,20.90,49.70
20240827043908,20.90,49.70
20240827043938,20.90,49.70
20240827044008,20.90,49.70
20240827044038,20.90,49.70
20240827044108,20.90,49.70
20240827044138,20.90,49.70
20240827044208,20.90,49.70
20240827044238,20.90,49.70
20240827044308,20.90,49.70
20240827044338,20.90,49.70
20240827044408,20.90,49.90
20240827044438,20.90,49.90
20240827044508,20.90,50.10
20240827044538,20.90,50.10
20240827044608,20.90,50.10
20240827044638,20.90,50.20
20240827044708,20.90,50.20
20240827044738,20.90,50.20
20240827044808,20.90,50.30
20240827044838,20.90,50.30
20240827044908,20.90,50.30
20240827044938,20.90,50.30
20240827045008,20.90,50.20
20240827045038,20.90,50.20
20240827045108,20.90,50.20
20240827045138,20.90,50.30
20240827045208,20.90,50.30
20240827045238,20.90,50.30
20240827045308,20.90,50.40
20240827045338,20.90,50.40
20240827045408,20.90,50.40
20240827045438,20.90,50.40
20240827045508,20.90,50.40
20240827045538,20.80,50.40
20240827045608,20.80,50.40
20240827045638,20.90,50.40
20240827045708,20.90,50.50
20240827045738,20.80,50.50
20240827045808,20.90,50.50
20240827045838,20.80,50.50
20240827045908,20.80,50.50
20240827045938,20.90,50.50
20240827050008,20.80,50.30
20240827050038,20.90,50.40
20240827050108,20.90,50.50
20240827050138,20.80,50.50
20240827050208,20.80,50.50
20240827050238,20.80,50.50
20240827050308,20.90,50.60
20240827050338,20.90,50.60
20240827050408,20.80,50.50
20240827050438,20.80,50.50
20240827050508,20.90,50.50
20240827050538,20.90,50.50
20240827050608,20.90,50.50
20240827050638,20.80,50.40
20240827050708,20.80,50.40
20240827050738,20.90,50.50
20240827050808,20.90,50.50
20240827050838,20.80,50.40
20240827050908,20.80,50.40
20240827050938,20.80,50.30
20240827051008,20.90,50.30
20240827051038,20.80,50.20
20240827051108,20.80,50.20
20240827051138,20.80,50.20
20240827051208,20.80,50.40
20240827051238,20.80,50.40
20240827051308,20.80,50.50
20240827051338,20.90,50.60
20240827051408,20.80,50.70
20240827051438,20.80,50.70
20240827051509,20.80,50.80
20240827051539,20.80,50.80
20240827051609,20.80,50.80
20240827051639,20.90,50.80
20240827051709,20.90,50.80
20240827051739,20.80,50.70
20240827051809,20.80,50.60
20240827051839,20.80,50.60
20240827051909,20.80,50.60
20240827051939,20.80,50.60
20240827052009,20.80,50.60
20240827052039,20.80,50.60
20240827052109,20.80,50.60
20240827052139,20.80,50.60
20240827052209,20.80,50.60
20240827052239,20.80,50.60
20240827052309,20.80,50.60
20240827052339,20.80,50.60
20240827052409,20.80,50.60
20240827052439,20.80,50.70
20240827052509,20.80,50.60
20240827052539,20.80,50.60
20240827052609,20.80,50.60
20240827052639,20.80,50.50
20240827052709,20.80,50.50
20240827052739,20.80,50.40
20240827052809,20.80,50.30
20240827052839,20.80,50.20
20240827052909,20.80,50.20
20240827052939,20.80,50.10
20240827053009,20.80,50.00
20240827053039,20.80,50.00
20240827053109,20.80,50.00
20240827053139,20.80,50.00
20240827053209,20.80,50.10
20240827053239,20.80,50.20
20240827053309,20.80,50.20
20240827053339,20.80,50.10
20240827053409,20.80,50.10
20240827053439,20.80,50.10
20240827053509,20.80,50.10
20240827053539,20.80,50.10
20240827053609,20.80,50.10
20240827053639,20.80,50.10
20240827053709,20.80,50.10
20240827053739,20.80,50.10
20240827053809,20.80,50.10
20240827053839,20.80,50.20
20240827053909,20.80,50.30
20240827053939,20.80,50.30
20240827054009,20.80,50.40
20240827054039,20.80,50.50
20240827054109,20.80,50.60
20240827054139,20.80,50.60
20240827054209,20.80,50.60
20240827054239,20.80,50.50
20240827054309,20.80,50.50
20240827054339,20.80,50.50
20240827054409,20.80,50.40
20240827054439,20.80,50.40
20240827054509,20.80,50.40
20240827054539,20.80,50.40
20240827054609,20.80,50.40
20240827054639,20.80,50.50
20240827054709,20.80,50.50
20240827054739,20.80,50.60
20240827054809,20.70,50.60
20240827054839,20.70,50.60
20240827054909,20.80,50.60
20240827054939,20.80,50.70
20240827055009,20.80,50.60
20240827055039,20.80,50.60
20240827055109,20.80,50.50
20240827055139,20.70,50.50
20240827055209,20.70,50.50
20240827055239,20.80,50.50
20240827055309,20.80,50.50
20240827055339,20.70,50.40
20240827055409,20.80,50.50
20240827055439,20.70,50.40
20240827055509,20.80,50.50
20240827055539,20.70,50.40
20240827055609,20.70,50.40
20240827055639,20.70,50.40
20240827055709,20.70,50.40
20240827055739,20.80,50.60
20240827055809,20.80,50.60
20240827055839,20.70,50.70
20240827055909,20.70,50.80
20240827055939,20.80,50.90
20240827060009,20.70,50.80
20240827060039,20.80,50.90
20240827060109,20.70,50.80
20240827060139,20.70,50.80
20240827060209,20.80,50.80
20240827060239,20.80,50.70
20240827060309,20.70,50.70
20240827060339,20.80,50.70
20240827060409,20.80,50.70
20240827060439,20.70,50.70
20240827060509,20.70,50.80
20240827060539,20.70,50.70
20240827060609,20.70,50.70
20240827060639,20.70,50.70
20240827060709,20.70,50.70
20240827060739,20.70,50.70
20240827060809,20.70,50.70
20240827060839,20.70,50.70
20240827060909,20.70,50.60
20240827060940,20.70,50.60
20240827061010,20.70,50.60
20240827061040,20.70,50.60
20240827061110,20.70,50.60
20240827061140,20.70,50.60
20240827061210,20.70,50.60
20240827061240,20.70,50.60
20240827061310,20.70,50.60
20240827061340,20.70,50.70
20240827061410,20.70,50.80
20240827061440,20.80,50.90
20240827061510,20.70,51.00
20240827061540,20.70,51.00
20240827061610,20.70,51.00
20240827061640,20.70,51.10
20240827061710,20.70,51.10
20240827061740,20.70,51.10
20240827061810,20.70,51.10
20240827061840,20.70,51.10
20240827061910,20.70,51.10
20240827061940,20.70,51.10
20240827062010,20.70,51.10
20240827062040,20.70,51.20
20240827062110,20.80,51.30
20240827062140,20.70,51.20
20240827062210,20.70,51.20
20240827062240,20.70,51.20
20240827062310,20.70,51.20
20240827062340,20.70,51.20
20240827062410,20.70,51.10
20240827062440,20.70,51.10
20240827062510,20.70,51.20
20240827062540,20.80,51.20
20240827062610,20.70,51.20
20240827062640,20.70,51.20
20240827062710,20.80,51.30
20240827062740,20.70,51.30
20240827062810,20.70,51.30
20240827062840,20.70,51.30
20240827062910,20.70,51.30
20240827062940,20.70,51.40
20240827063010,20.70,51.40
20240827063040,20.70,51.50
20240827063110,20.70,51.50
20240827063140,20.70,51.50
20240827063210,20.70,51.40
20240827063240,20.70,51.40
20240827063310,20.70,51.40
20240827063340,20.70,51.40
20240827063410,20.70,51.40
20240827063440,20.70,51.40
20240827063510,20.70,51.40
20240827063540,20.70,51.40
20240827063610,20.70,51.30
20240827063640,20.70,51.30
20240827063710,20.70,51.30
20240827063740,20.70,51.30
20240827063810,20.70,51.40
20240827063840,20.70,51.30
20240827063910,20.70,51.30
20240827063940,20.70,51.20
20240827064010,20.70,51.20
20240827064040,20.70,51.20
20240827064110,20.70,51.20
20240827064140,20.70,51.20
20240827064210,20.70,51.20
20240827064240,20.70,51.20
20240827064310,20.70,51.20
20240827064340,20.70,51.20
20240827064410,20.70,51.20
20240827064440,20.70,51.20
20240827064510,20.70,51.20
20240827064540,20.70,51.10
20240827064610,20.70,51.10
20240827064640,20.70,51.10
20240827064710,20.70,51.10
20240827064740,20.70,51.10
20240827064810,20.70,51.10
20240827064840,20.70,51.10
20240827064910,20.70,51.10
20240827064940,20.70,51.10
20240827065010,20.70,51.10
20240827065040,20.70,51.00
20240827065110,20.70,51.00
20240827065140,20.70,51.00
20240827065210,20.70,51.00
20240827065240,20.70,51.10
20240827065310,20.70,51.10
20240827065340,20.70,51.00
20240827065410,20.70,51.10
20240827065440,20.70,51.00
20240827065510,20.70,51.10
20240827065540,20.70,51.10
